ɪ	168
ɯ	179
ɸ	180
ʃ	238
ʊ	102
ʒ	128
ʔ	200
ʻ	139
ʼ	162
ˆ	873
ˇ	3418
ˉ	152
ˊ	205
ˋ	260
ː	529
́	3960185
̃	341
̄	1108306
̅	16463
̆	102
̇	918
̈	34181
̊	259
̋	169
̏	112
̧	3558
̳	115
̶	1819
͂	677
Α	8710
Β	3647
Γ	8065
Δ	56625
Ε	4114
Ζ	24499
Η	1674
Θ	51473
Ι	2849
Κ	2265
Λ	19219
Μ	2934
Ν	4189
Ξ	9042
Ο	8941
Π	3679
Ρ	1772
Σ	256494
Τ	4136
Υ	2204
Φ	68455
Χ	4943
Ψ	34800
Ω	104684
ά	412
έ	194
ή	251
ί	425
α	1083933
β	789268
γ	119657
δ	37897
ε	176854
ζ	29220
η	15787
θ	60156
ι	120956
κ	13260
λ	41005
μ	268602
ν	105733
ξ	99422
ο	46297
π	79497
ρ	68882
ς	1253
σ	224424
τ	27674
υ	15537
φ	160068
χ	15936
ψ	19969
ω	2878966
ό	427
ύ	161
ώ	106
ϡ	498
Ё	1765
А	6498
Б	1827
В	2783
Г	2754
Д	1452820
Е	1236
Ж	5376
З	11015
И	3191
Й	2332
К	4123
Л	1632
М	15391
Н	3030
О	26713
П	5808
Р	3488
С	4696
Т	6395
У	2648
Ф	27368
Х	2255
Ц	1678
Ч	1524
Ш	1736
Щ	1549
Ъ	1127
Ы	675
Ь	1181
Э	2695
Ю	1631
Я	7613
а	14535
б	9356
в	4998
г	2536
д	742115
е	9589
ж	16311
з	42206
и	15664
й	5582
к	7948
л	5593
м	7813
н	9277
о	54277
п	3407
р	9965
с	11907
т	6690
у	4665
ф	2730
х	4654
ц	2529
ч	2881
ш	5261
щ	19777
ъ	7594
ы	1909
ь	3118
э	3678
ю	1790
я	4418
ё	39798
і	180
ї	113
Ӥ	159
֥	192
א	252
ב	112
ד	133
ה	337
ו	329
י	453
ל	134
ם	121
מ	200
ר	149
ש	191
ת	139
أ	186
ا	1859
ب	501
ة	500
ت	301
ج	307
ح	364
خ	128
د	407
ر	932
ز	173
س	499
ش	198
ص	137
ط	145
ع	457
ـ	167
ف	277
ق	293
ك	271
ل	1231
م	935
ن	718
ه	330
و	528
ي	956
َ	101
ڍ	105
ی	118
ە	144
ܤ	302
ܫ	4877
ݤ	141
ޥ	464
ं	118
क	171
ग	143
त	159
द	101
न	222
म	195
य	105
र	291
ल	147
व	128
स	211
ह	104
ा	502
ि	164
ी	161
े	117
्	325
૪	265
థ	162
౪	1168
ಠ	217
ก	503
ข	150
ค	169
ง	352
จ	144
ช	151
ด	287
ต	200
ท	303
น	570
บ	192
ป	149
ผ	103
พ	199
ม	447
ย	345
ร	556
ล	279
ว	276
ส	292
ห	248
อ	500
ะ	265
ั	408
า	893
ิ	3576
ี	305
ุ	187
ู	142
ฺ	13521
฿	451
เ	326
แ	121
ไ	177
่	316
้	350
ํ	105
๏	271
๑	4327
་	183
ა	578
ლ	323
ღ	2573
ᄀ	420
ᄂ	805
ᄃ	441
ᄅ	1484
ᄆ	318
ᄇ	581
ᄉ	451
ᄊ	129
ᄋ	663
ᄌ	1456
ᄏ	455
ᄒ	720
ᅇ	122
ᅌ	103
ᅙ	139
ᅠ	134
ᅡ	233
ᅥ	169
ᅩ	155
ᅮ	166
ᅲ	539
ᅳ	524
ᅵ	197
ᆞ	3812
Ḥ	104
ḥ	267
ḳ	216
ṃ	103
ṣ	134
ṭ	201
​	176674
‌	1227
‍	3933
‐	969255
‒	12360
–	144423
—	11536076
―	13903350
‖	127252
‘	1093291
’	1784668
‚	2714
‛	119
“	18770354
”	31724707
„	1318
‟	300
†	397503
‡	27399
•	395012
‣	428
‧	10375
 	55116
 	459
‰	12131
′	287442
‵	1044
‸	211
‹	19163
›	194178
※	34879028
‽	199
‿	3743
⁂	203
⁃	121
⁄	34994
₩	341
€	5969
⃝	111
℧	1370
℮	103
←	4491743
↑	5657154
→	19417681
↓	5343567
↔	971
↖	459
↗	2754
↘	1817
↙	527
↩	483
↴	405
↵	1070
⇄	326
⇐	496
⇑	674
⇒	5385964
⇓	959
⇔	245484
⇦	287
⇧	390
⇨	2900
⇩	749
∀	2706705
∂	22674
∃	3071
∅	119
∆	4083
∇	403341
∈	22946
∋	29154
∎	159
∑	65255
−	11937104
∕	652
∗	996
∙	704
√	58609
∝	2490
∞	268762
∟	108694
∠	17376
∣	127
∥	84788
∧	105156
∨	28521
∩	137534
∪	96389
∫	33629
∮	21371
∴	54935
∵	61899
∶	698
∷	1178
∼	18645
∽	15506
≈	1868
≒	107040
≖	298
≠	75193
≡	65357
≤	436
≥	591
≦	499889
≧	508200
≪	2329255
≫	3314139
≮	971
≯	949
⊂	141824
⊃	56797
⊆	4197
⊇	7243
⊕	468
⊙	3640
⊥	6483
⊹	110
⊿	91727
⋅	391
⋆	468
⋈	129
⋋	111
⋌	105
⋮	135
⋯	2835
⌊	1028
⌒	335801
⌘	537
⏎	548
─	3109339
━	318137
│	4564889
┃	730468
┄	328
┅	240
┆	152
┈	241
┉	316
┊	251
┌	45414
┏	46485
┐	38733
┓	22733
└	1282811
┕	267
┗	392738
┘	12162
┛	23595
├	1053287
┝	1727
┠	7421
┣	573770
┤	5365
┥	585
┨	1414
┫	8413
┬	20434
┮	219
┯	5055
┰	10432
┳	11984
┴	5617
┷	1280
┸	311
┻	5289
┼	7479
┿	4524
╂	2477
╃	135
╋	8279
═	134
║	210
╧	112
╬	586
╭	252
╮	230
╰	225
╱	8064
╲	161
╳	213
╹	629
▀	357
▄	354
█	2786
▌	459
░	222
▓	585
■	30558195
□	2740676
▣	440
▩	121
▪	1917
▮	350
▲	6273430
△	1165360
▶	93901
▷	4433
▸	2016
▹	167
►	26915
▼	5291936
▽	2703671
▿	117
◀	7054
◁	1194
◄	844
◆	12074667
◇	3780648
◈	1004
◉	5564
◊	1568
○	19790502
◍	560
◎	4260958
●	24586818
◑	215
◔	587
◕	4123
◞	521
◟	503
◡	1808
◢	608
◣	391
◤	395
◥	153
◦	3369
◯	184368
☀	5334
☁	493
☂	1891
☃	563
☄	598
★	20147658
☆	25752610
☈	163
☉	1756
☎	2341
☐	3210
☑	2826
☒	497
☓	923
☚	461
☛	1304
☜	2983
☝	940
☞	36241
☟	1059
☠	2683
☢	158
☣	300
☤	202
☨	119
☪	194
☮	547
☯	389
☸	110
☹	134
☺	4284
☻	1816
☼	531
☽	350
☾	133
♀	465043
♂	524029
♉	424
♋	223
♘	100
♚	102
♛	336
♞	189
♠	14478
♡	361569
♢	1415
♣	19947
♤	575
♥	310504
♦	21591
♧	585
♨	6398
♩	4482
♪	37219357
♫	47163
♬	49156
♭	73357
♮	108
♯	73092
✈	856
✉	271
✌	417
✍	1573
✎	2541
✓	873
✔	1637
✕	327
✖	259
✚	143
✜	439
✝	871
✞	289
✡	547
✣	154
✤	1081
✥	216
✦	1413
✧	1318
✩	1137
✪	1967
✫	217
✭	174
✮	102
✰	1446
✱	195
✲	581
✳	185
✴	113
✶	517
✻	269
✼	109
✽	1979
✾	851
✿	42865
❀	4538
❁	571
❄	208
❆	101
❉	219
❍	312
❏	882
❐	258
❑	782
❒	1591
❖	1880
❘	23267
❛	191
❝	160
❞	148
❢	1458
❣	439
❤	103514
❥	107
❦	390
❶	1445
❷	1605
❸	1262
❹	1071
❺	904
❻	149
➀	911
➁	933
➂	604
➃	177
➄	184
➊	261
➋	197
➌	171
➍	110
➔	1422
➚	207
➛	584
➜	361
➝	433
➞	114
➠	411
➡	998
➢	605
➣	392
➤	189
➥	163
➩	104
➪	669
➹	149
⤴	149
⤵	107
⦅	142
⦆	141
⦿	111
、	3101635837
〃	397492
々	87624947
〆	470860
〇	4142308
〈	2839933
〉	3006725
《	8169356
》	8377314
「	537820260
」	496905383
『	69092543
』	65851883
【	61262746
】	59623360
〒	154312
〓	794888
〔	2765343
〕	2674433
〖	10939
〗	7667
〘	306
〙	299
〚	333
〛	291
〜	55920044
〝	490061
〞	4040
〟	452554
〠	383
〰	5922
〱	1254
〲	111
〳	2463
〴	676
〵	3151
〻	403
〼	437
〽	1294
ぁ	52647993
あ	863254341
ぃ	8716531
い	3660604274
ぅ	6275302
う	1310276562
ぇ	20151945
え	450094649
ぉ	7926648
お	731662486
か	1815014209
が	2051286229
き	803076117
ぎ	68453608
く	994180110
ぐ	72343238
け	641924573
げ	107170161
こ	1151418348
ご	273639533
さ	878731730
ざ	75977088
し	2744502961
じ	267591521
す	1952436933
ず	166160427
せ	396563478
ぜ	34445857
そ	643577322
ぞ	42229973
た	2492795128
だ	903501188
ち	481456468
ぢ	2341858
っ	1693557905
つ	472453318
づ	40620955
て	2685693429
で	2611700100
と	2407687512
ど	512132170
な	2470270415
に	2841944679
ぬ	21480510
ね	244300156
の	4989732831
は	2140163130
ば	241559621
ぱ	41255137
ひ	78248463
び	120368190
ぴ	8860495
ふ	53383220
ぶ	76286322
ぷ	13921933
へ	171189828
べ	121507939
ぺ	4479539
ほ	119153571
ぼ	35240783
ぽ	19161005
ま	1829142933
み	393365673
む	93361147
め	412660547
も	1361374446
ゃ	213557722
や	445724654
ゅ	18118291
ゆ	50559437
ょ	154662428
よ	681408987
ら	1337625426
り	1322338450
る	2246715449
れ	1235165755
ろ	279449041
ゎ	1375501
わ	411817124
ゐ	1712090
ゑ	612868
を	1956708299
ん	1204130593
ゔ	6645
ゕ	161
゗	140
゙	1643234
゚	5549680
ゝ	1179195
ゞ	1247178
゠	260
ァ	55490338
ア	410672680
ィ	151420310
イ	665325351
ゥ	4636837
ウ	154634789
ェ	82712470
エ	139185075
ォ	39909772
オ	163721920
カ	260441218
ガ	90905554
キ	202951003
ギ	46489286
ク	500038799
グ	247795301
ケ	87489795
ゲ	48639111
コ	296542375
ゴ	59544180
サ	227154668
ザ	55497929
シ	317473869
ジ	294491640
ス	766334335
ズ	95750928
セ	119923012
ゼ	23359495
ソ	68558054
ゾ	10557491
タ	342640663
ダ	113406228
チ	204035218
ヂ	822886
ッ	563183758
ツ	94510464
ヅ	797037
テ	230057208
デ	147320280
ト	750860004
ド	279358937
ナ	137573540
ニ	153064800
ヌ	8445000
ネ	107477772
ノ	62133490
ハ	85566877
バ	217842595
パ	151965868
ヒ	37350871
ビ	152609007
ピ	79233347
フ	261431250
ブ	195456665
プ	284304463
ヘ	23504057
ベ	85306627
ペ	114583528
ホ	84620105
ボ	76537502
ポ	103202910
マ	253940803
ミ	131106050
ム	202173544
メ	259635178
モ	86561037
ャ	148714613
ヤ	48079973
ュ	141268868
ユ	29021398
ョ	120620902
ヨ	22208404
ラ	468896137
リ	474331373
ル	589035995
レ	315553566
ロ	287157702
ヮ	187380
ワ	89504075
ヰ	69683
ヱ	217800
ヲ	3100536
ン	1209189839
ヴ	18756337
ヵ	1479714
ヶ	15453865
ヷ	498
ヸ	354
ヹ	329
ヺ	400
・	973730033
ー	1763653808
ヽ	1151501
ヾ	360492
ㄆ	432
ㄇ	219
ㄉ	279
ㄊ	143
ㄋ	108
ㄌ	100
ㄓ	914
ㄚ	229
ㄛ	126
ㄟ	162
ㄠ	354
ㄢ	196
ㄣ	175
ㄤ	160
ㄧ	392
ㄨ	352
㆑	191
㐂	466
㑁	177
㡊	423
㮮	109
一	320862498
丁	11169850
七	11788740
丄	194
万	35404681
丈	9487894
三	62872977
上	225038728
下	149219765
丌	146
不	87477327
与	18301192
丐	2576
丑	296404
专	7710
且	598087
丕	38730
世	68481109
丗	1447
丘	5677960
丙	137850
业	15889
丛	454
东	17514
丝	2732
丞	217329
丟	600
両	20413289
丢	868
两	9365
严	1656
並	16507174
丧	785
丨	1365
个	51440
丫	857
中	264406960
丰	1295
丱	2114
串	1614045
临	3479
丶	38412
丸	14426048
丹	3886385
为	38087
主	70193756
丼	2135759
丽	10703
举	2237
丿	105226
乀	212
乂	16257
乃	2636929
乄	153
久	22574172
乇	172
么	20181
义	9648
之	7352713
乌	1391
乍	103536
乎	78733
乏	1973614
乐	11966
乒	153
乓	109
乔	888
乕	1762
乖	186401
乗	33327789
乘	37974
乙	2925029
乚	278
乜	118
九	14405779
乞	659136
也	4200538
习	9469
乡	1975
乢	2769
书	14829
乩	494
买	4749
乱	8663628
乳	9122002
乾	5622793
亀	4558923
亂	26777
亅	799
了	22867524
予	59498912
争	15062895
亊	10065
事	270812417
二	61420174
于	99137
亏	557
云	4391387
互	8241636
五	20883864
井	28452849
亘	328293
亙	26218
亚	3843
些	476456
亜	3560878
亞	132619
亟	6518
亠	3773
亡	8081155
亢	111371
交	39802160
亥	138017
亦	205239
产	8583
亨	146586
亩	220
享	605650
京	55841304
亭	3165331
亮	1070652
亰	2995
亲	8109
亳	3219
亶	2116
亹	334
人	452873094
亻	124
亿	918
什	137903
仁	4229511
仂	2708
仄	117000
仅	1749
仆	20614
仇	359722
今	192439518
介	46430491
仍	19238
从	187725
仏	8930207
仐	122
仑	118
仓	3376
仔	678692
仕	55757736
他	67383988
仗	19795
付	87712381
仙	5917358
仝	14493
仞	4016
仟	1463
仡	174
代	91755947
令	9134441
以	95648059
仪	1732
们	11389
仭	3445
仮	7650532
仰	3784182
仱	734
仲	13754901
件	63415111
价	9494
任	26575907
份	12723
仿	2654
企	30198770
伃	1539
伉	963
伊	14383707
伋	261
伍	248576
伎	1327806
伏	3762255
伐	1372880
休	27392851
众	2645
优	12308
伙	1751
会	250531245
伜	8825
伝	37747670
伞	912
伟	1296
传	6759
伤	9348
伦	939
伪	1106
伫	180
伯	1792740
估	2266
伱	432
伴	6176568
伶	36111
伷	329
伸	8933481
伹	155
伺	2918092
似	12840169
伽	474737
佃	329908
但	1885088
佇	567994
佈	772
佉	208
位	36679412
低	20600360
住	49162353
佐	16055920
佑	418388
体	118863007
佔	486
何	107383615
佗	19935
佘	855
余	13729529
佚	9837
佛	360117
作	149995650
佝	1281
佞	21098
佟	969
你	51347
佢	299
佣	294
佩	46004
佬	642
佯	2637
佰	4769
佳	2007147
併	6888318
佶	3833
佺	157
佻	7081
佼	44516
佾	1242
使	98864238
侂	273
侃	32705
侄	160
來	531054
侈	15695
侊	1280
例	31713142
侌	381
侍	1227917
侏	8626
侑	158493
侔	220
侖	2445
侗	1588
侘	124180
侚	199
供	41304062
依	8681825
侠	230055
価	45470855
侣	418
侦	1559
侧	4397
侨	109
侫	3429
侭	141200
侮	524773
侯	377013
侵	4064798
侶	598119
便	24051211
俀	1292
係	35705107
促	4462291
俄	210073
俅	762
俉	273
俊	2459495
俎	50524
俏	699
俐	6848
俑	29165
俔	730
俗	2697943
俘	37554
俚	14936
俛	724
保	70037940
俞	324
俟	50047
俠	2078
信	63258506
俣	800078
俤	8502
俥	11450
俩	354
俭	307
修	24389297
俯	363740
俱	2204
俳	3103974
俵	605263
俶	4394
俸	360872
俺	30325239
俾	837
倀	101
倂	170
倅	38444
倆	8516
倉	10504258
倊	233
個	40978402
倍	8581663
倏	808
們	20395
倒	13826138
倔	437
倖	201513
倘	327
候	8950810
倚	23952
倜	183
借	9525756
倡	3412
倢	379
倣	347609
値	24261371
倥	1472
倦	177451
倧	234
倨	1536
倩	7838
倪	7175
倫	2068815
倬	1360
倭	512672
倶	2080079
倹	85180
债	608
倻	1299
值	4530
倾	1840
偃	15134
偆	114
假	78957
偈	64823
偉	2571438
偎	193
偏	2995196
偐	1042
偕	94970
偖	2780
做	74056
停	8761083
健	22839473
偪	176
偬	341
偲	333212
側	24653922
偵	1866734
偶	2744781
偷	3382
偸	11267
偽	3824264
偿	914
傀	118133
傅	38396
傍	2220934
傑	1190760
傒	104
傔	411
傕	2328
傘	1858256
備	33855492
傚	2631
傢	465
傣	264
储	403
傪	591
催	19837487
傭	271790
傲	316917
傳	216693
傴	1895
債	5379357
傷	10734447
傻	1344
傾	5664117
僂	5286
僅	1173015
僉	4701
僊	10152
働	19980567
像	34653290
僑	124957
僕	19101145
僖	32416
僚	2964176
僞	7373
僣	3685
僥	26076
僦	199
僧	2235109
僭	74059
僮	1592
僱	120
僴	201
僵	2668
價	19869
僻	211587
僿	128
儀	5254573
儁	7077
儂	89415
億	7515736
儆	109
儉	2173
儋	391
儍	122
儒	338989
儔	2913
儕	3649
儖	196
儘	186077
儚	236686
儛	223
儞	281
償	5024057
儡	114558
優	30671917
儲	2052586
儵	162
儷	3243
儺	27398
儻	1011
儼	5106
儿	16810
兀	12179
允	115303
元	51076160
兄	9014410
充	10954485
兆	2249309
兇	36899
先	87392788
光	40197975
兊	208
克	1960796
兌	25695
免	7532825
兎	837770
児	18575951
兑	660
兒	57819
兔	15105
兕	751
兗	2708
党	18111667
兜	415122
兢	8175
入	196083687
內	15165
全	122477354
兩	47268
兪	24490
八	20132573
公	64641004
六	11761030
兮	8341
兰	3006
共	33897603
兲	108
关	13913
兴	4474
兵	13999650
其	2174881
具	24363816
典	10578290
兹	305
养	2979
兼	3876441
兽	2546
冀	19894
冂	1455
冄	592
内	142499498
円	43026474
冇	264
冈	4246
冉	14055
冊	5089621
册	19552
再	29872999
冏	2162
冐	812
冑	186906
冒	3064467
冓	207
冕	3011
冖	1688
冗	1258283
写	44810380
军	5542
农	2518
冝	614
冠	2086586
冢	8017
冤	252754
冥	938231
冦	4903
冨	510444
冩	4415
冪	7445
冫	4024
冬	9803138
冯	463
冰	27635
冱	1146
冲	95532
决	13426
冴	533372
况	9711
冶	459321
冷	15543815
冻	1935
冼	107
冽	46480
冾	411
净	1015
凄	6921806
凅	260
准	696148
凉	36407
凋	98760
凌	570983
凍	3878968
减	3252
凑	398
凖	4643
凛	833288
凜	53333
凝	1921054
凞	1302
几	120587
凡	1431352
凤	2172
処	23657645
凧	291905
凩	7971
凪	379431
凬	599
凭	40548
凮	412
凯	1679
凰	244204
凱	304946
凳	308
凵	5707
凶	1294709
凸	766853
凹	970062
出	273077295
击	9503
函	2198072
凾	7727
刀	4213331
刁	752
刂	180
刃	1960135
刄	5124
分	234370831
切	63872556
刈	2043419
刊	8062018
刋	288
刎	33590
刑	5619012
划	1796
刔	660
刕	2420
刖	150
列	11879012
刘	2340
则	5206
刚	3848
创	3702
初	63882872
删	509
判	32362747
別	56572939
刧	996
刨	550
利	83602684
刪	2669
别	18673
刮	20381
到	8464048
刳	24260
制	45509020
刷	5952127
券	10641833
刹	559222
刺	8666369
刻	8564046
剂	536
剃	430012
剄	5356
則	10747260
剉	159
削	12056806
剋	58968
剌	40162
前	173880114
剎	419
剏	508
剑	3701
剔	5496
剖	486205
剗	276
剛	2303072
剝	3755
剞	304
剡	323
剣	7629044
剤	10495772
剥	1898768
剧	11571
剩	2649
剪	343377
副	5695160
剰	1562623
剱	81840
割	24691926
剳	1406
剴	994
創	13216912
剽	25047
剿	1445
劃	18518
劄	108
劇	10575649
劈	23956
劉	732434
劍	15774
劑	4108
劒	7227
劓	179
劔	38469
力	104932240
劝	562
办	2871
功	8723530
加	79890995
务	12157
劣	2602048
劦	197
动	63555
助	20310225
努	7001283
劫	277520
劬	846
劭	6017
励	3154574
劲	1178
劳	1230
労	18383072
劵	1007
効	29357879
劼	1605
劾	79673
势	3415
勁	55152
勃	677111
勅	422042
勇	4607813
勉	9762388
勋	810
勍	1808
勐	306
勑	117
勒	170344
動	143028374
勖	235
勗	2662
勘	4359276
務	51903830
勛	1054
勝	40143836
勞	17445
募	16142993
勠	256
勢	17534532
勣	2790
勤	12352867
勦	701
勧	7056622
勰	266
勱	104
勲	679114
勳	8649
勵	5427
勸	7695
勹	1622
勺	18193
勾	601568
勿	2282049
匀	1068
匁	33681
匂	2086486
包	7720022
匆	5463
匇	268
匈	38244
匋	198
匍	29984
匏	1908
匐	29022
匕	13720
化	88549861
北	49916222
匙	85280
匚	1626
匝	36522
匠	2916393
匡	121687
匣	54015
匤	491
匪	28513
匯	16702
匱	10876
匳	2396
匸	1218
匹	3908175
区	39192464
医	38259673
匾	183
匿	1322686
區	24707
十	40589559
千	22928592
卅	10356
卆	6052
升	401408
午	12497188
卉	42753
半	34968082
卌	141
卍	142680
华	9800
协	3063
卐	214
卑	1208190
卒	8904085
卓	2666952
協	23962116
单	8703
卖	2550
南	29760393
単	32044169
博	10490997
卜	96455
卞	10104
占	7655546
卡	10077
卢	373
卣	123
卦	148946
卧	595
卨	144
卩	1516
卫	3349
卬	618
卮	305
卯	330505
印	18429251
危	11468722
卲	289
即	5964825
却	5877467
卵	5184599
卷	70532
卸	2569495
卹	239
卻	6568
卽	2542
卿	466775
厂	8244
厄	1021888
厅	1899
历	3214
厉	731
压	2644
厌	1770
厎	120
厓	4569
厕	223
厖	14985
厘	112050
厚	9194520
厝	551
原	61509798
厠	29941
厢	129
厥	24901
厦	26806
厨	2496679
厩	405889
厭	297999
厮	397
厰	3096
厲	5370
厳	10471491
厶	11842
去	21811232
县	1812
叁	179
参	52592120
參	56112
又	13118331
叉	511704
及	28880861
友	26558256
双	3652719
反	31618006
収	30083334
发	23936
叔	822587
取	109059427
受	65267438
变	17242
叙	495791
叛	115997
叟	43382
叠	854
叡	471097
叢	324310
口	58350595
古	40165813
句	7228557
另	6711
叨	882
叩	4752043
只	1417856
叫	3557674
召	2914129
叭	16002
叮	6024
可	56531660
台	37823282
叱	922572
史	21713232
右	18206954
叵	109
叶	1478362
号	37273028
司	13025749
叹	2050
叺	2774
叼	197
吁	2172
吃	199020
各	32035375
合	232903541
吉	15502653
吊	1515606
吋	10034
同	98898551
名	122737483
后	768871
吏	253440
吐	3355607
向	63273196
吒	1067
吓	895
吕	1018
吖	129
吗	3664
君	20902598
吝	30558
吞	3356
吟	1356647
吠	597991
吥	167
否	7677415
吧	18663
吨	416
吩	823
含	23185012
听	16625
吭	1361
吮	799
启	1651
吱	278
吳	2058
吴	1404
吵	1119
吶	11662
吸	9472498
吹	8953639
吻	124737
吼	149848
吽	52606
吾	2443954
吿	160
呀	7755
呂	9126530
呃	463
呆	1714212
呈	1305396
呉	1490089
告	39401283
呍	384
呎	2783
呐	298
呑	1906910
呕	210
呗	1244
员	11917
呙	146
呛	120
呜	610
呟	1147980
呢	8323
呦	358
周	33248575
呪	1951634
呰	2945
呱	4785
味	84351648
呴	116
呵	97197
呶	4719
呷	13614
呸	292
呻	137444
呼	22578079
命	26133632
咀	113951
咁	334
咃	256
咄	174952
咆	124234
咈	146
咊	297
咋	95178
和	50620676
咎	228216
咏	5311
咐	787
咒	17614
咕	997
咖	3285
咚	241
咜	354
咢	5268
咤	113051
咥	154168
咦	175
咧	379
咨	5792
咩	9741
咪	1208
咫	41350
咬	281293
咯	1095
咱	676
咲	7657147
咳	749508
咸	76476
咺	105
咼	2282
咽	671172
咾	1131
咿	170
哀	2746998
品	126682265
哂	11619
哄	19702
哆	1002
哇	6215
哈	31492
哉	1134943
响	5386
哎	780
哑	133
哒	136
哗	494
哘	756
哝	141
哟	381
員	80756964
哢	663
哥	49142
哦	2895
哨	216669
哩	16773
哪	5546
哭	116246
哮	114912
哲	3288522
哺	347464
哼	659
哽	250
哿	181
唁	123
唄	1664334
唆	652852
唇	1618151
唉	474
唎	1945
唏	549
唐	3363995
唔	1832
唖	256351
唠	203
唤	1363
唫	168
唬	169
售	6545
唯	3804659
唱	3908343
唳	1955
唵	243
唷	707
唸	351178
唹	1208
唼	192
唾	527125
啀	2983
啃	182
啄	160521
啅	146
商	60056574
啇	107
啊	17319
啌	534
問	116622425
啐	1787
啓	2153660
啖	40976
啗	298
啜	109469
啝	197
啞	855
啟	1512
啡	2141
啣	3028
啤	1486
啥	1083
啦	7074
啪	357
啶	114
啸	214
啻	5141
啼	98632
啾	6020
喀	42085
喁	111
喂	1308
喃	21781
善	10579552
喆	2694
喇	20250
喈	172
喉	1686537
喊	12940
喋	1571027
喎	109
喏	100
喔	2980
喘	643411
喙	7610
喚	1301542
喜	11798496
喝	628298
喞	2289
喟	585
喧	1655556
喨	2888
喩	350634
喪	1157060
喫	4696445
喬	209029
單	34375
喰	1856450
喱	369
喲	332
喵	1326
営	37327200
喷	1123
喻	1030
嗄	25061
嗅	468190
嗇	10533
嗉	106
嗎	4987
嗑	472
嗒	207
嗓	508
嗔	1524
嗚	362218
嗜	481747
嗟	156183
嗡	103
嗣	415527
嗤	67232
嗦	302
嗨	158
嗫	344
嗯	966
嗳	166
嗷	1080
嗹	310
嗽	30347
嗾	5741
嘀	123
嘅	165
嘆	1244513
嘈	345
嘉	1426278
嘎	806
嘏	220
嘔	327044
嘖	3597
嘗	201985
嘘	3182431
嘛	4249
嘟	782
嘩	1319767
嘯	53712
嘱	367699
嘲	337685
嘴	88193
嘶	12132
嘸	3098
嘻	910
嘿	554
噂	2600437
噉	317
噌	2990369
噎	12837
噏	159
噐	2984
噓	1917
噗	444
噛	2187125
噜	152
噢	294
噤	26932
噦	370
器	28364796
噩	212
噪	51845
噫	6178
噬	3566
噯	431
噲	1369
噴	1973713
噶	1033
噸	5845
噹	251
噺	313992
嚀	4487
嚆	21486
嚇	248798
嚊	2385
嚏	1694
嚐	162
嚔	3154
嚕	299
嚙	1666
嚠	699
嚢	335167
嚣	171
嚥	142995
