У	2648
Ф	27368
Х	2255
Ц	1678
Ч	1524
Ш	1736
Щ	1549
Ъ	1127
Ь	1181
Э	2695
Ю	1631
Я	7613
а	14535
б	9356
в	4998
г	2536
д	742115
е	9589
ж	16311
з	42206
и	15664
й	5582
к	7948
л	5593
м	7813
н	9277
о	54277
п	3407
р	9965
с	11907
т	6690
у	4665
ф	2730
х	4654
ц	2529
ч	2881
ш	5261
щ	19777
ъ	7594
ы	1909
ь	3118
э	3678
ю	1790
я	4418
ё	39798
ا	1859
ل	1231
ܫ	4877
౪	1168
ิ	3576
ฺ	13521
๑	4327
ღ	2573
ᄅ	1484
ᄌ	1456
ᆞ	3812
​	176674
‌	1227
‍	3933
‐	969255
‒	12360
–	144423
—	11536076
―	13903350
‖	127252
‘	1093291
’	1784668
‚	2714
“	18770354
”	31724707
„	1318
†	397503
‡	27399
•	395012
‧	10375
 	55116
‰	12131
′	287442
‵	1044
‹	19163
›	194178
※	34879028
‿	3743
⁄	34994
€	5969
℧	1370
←	4491743
↑	5657154
→	19417681
↓	5343567
↗	2754
↘	1817
↵	1070
⇒	5385964
⇔	245484
⇨	2900
∀	2706705
∂	22674
∃	3071
∆	4083
∇	403341
∈	22946
∋	29154
∑	65255
−	11937104
√	58609
∝	2490
∞	268762
∟	108694
∠	17376
∥	84788
∧	105156
∨	28521
∩	137534
∪	96389
∫	33629
∮	21371
∴	54935
∵	61899
∷	1178
∼	18645
∽	15506
≈	1868
≒	107040
≠	75193
≡	65357
≦	499889
≧	508200
≪	2329255
≫	3314139
⊂	141824
⊃	56797
⊆	4197
⊇	7243
⊙	3640
⊥	6483
⊿	91727
⋯	2835
⌊	1028
⌒	335801
─	3109339
━	318137
│	4564889
┃	730468
┌	45414
┏	46485
┐	38733
┓	22733
└	1282811
┗	392738
┘	12162
┛	23595
├	1053287
┝	1727
┠	7421
┣	573770
┤	5365
┨	1414
┫	8413
┬	20434
┯	5055
┰	10432
┳	11984
┴	5617
┷	1280
┻	5289
┼	7479
┿	4524
╂	2477
╋	8279
╱	8064
█	2786
■	30558195
□	2740676
▪	1917
▲	6273430
△	1165360
▶	93901
▷	4433
▸	2016
►	26915
▼	5291936
▽	2703671
◀	7054
◁	1194
◆	12074667
◇	3780648
◈	1004
◉	5564
◊	1568
○	19790502
◎	4260958
●	24586818
◕	4123
◡	1808
◦	3369
◯	184368
☀	5334
☂	1891
★	20147658
☆	25752610
☉	1756
☎	2341
☐	3210
☑	2826
☛	1304
☜	2983
☞	36241
☟	1059
☠	2683
☺	4284
☻	1816
♀	465043
♂	524029
♠	14478
♡	361569
♢	1415
♣	19947
♥	310504
♦	21591
♨	6398
♩	4482
♪	37219357
♫	47163
♬	49156
♭	73357
♯	73092
✍	1573
✎	2541
✔	1637
✤	1081
✦	1413
✧	1318
✩	1137
✪	1967
✰	1446
✽	1979
✿	42865
❀	4538
❒	1591
❖	1880
❘	23267
❢	1458
❤	103514
❶	1445
❷	1605
❸	1262
❹	1071
➔	1422
、	3101635837
〃	397492
々	87624947
〆	470860
〇	4142308
〈	2839933
〉	3006725
《	8169356
》	8377314
「	537820260
」	496905383
『	69092543
』	65851883
【	61262746
】	59623360
〒	154312
〓	794888
〔	2765343
〕	2674433
〖	10939
〗	7667
〜	55920044
〝	490061
〞	4040
〟	452554
〰	5922
〱	1254
〳	2463
〵	3151
〽	1294
ぁ	52647993
あ	863254341
ぃ	8716531
い	3660604274
ぅ	6275302
う	1310276562
ぇ	20151945
え	450094649
ぉ	7926648
お	731662486
か	1815014209
が	2051286229
き	803076117
ぎ	68453608
く	994180110
ぐ	72343238
け	641924573
げ	107170161
こ	1151418348
ご	273639533
さ	878731730
ざ	75977088
し	2744502961
じ	267591521
す	1952436933
ず	166160427
せ	396563478
ぜ	34445857
そ	643577322
ぞ	42229973
た	2492795128
だ	903501188
ち	481456468
ぢ	2341858
っ	1693557905
つ	472453318
づ	40620955
て	2685693429
で	2611700100
と	2407687512
ど	512132170
な	2470270415
に	2841944679
ぬ	21480510
ね	244300156
の	4989732831
は	2140163130
ば	241559621
ぱ	41255137
ひ	78248463
び	120368190
ぴ	8860495
ふ	53383220
ぶ	76286322
ぷ	13921933
へ	171189828
べ	121507939
ぺ	4479539
ほ	119153571
ぼ	35240783
ぽ	19161005
ま	1829142933
み	393365673
む	93361147
め	412660547
も	1361374446
ゃ	213557722
や	445724654
ゅ	18118291
ゆ	50559437
ょ	154662428
よ	681408987
ら	1337625426
り	1322338450
る	2246715449
れ	1235165755
ろ	279449041
ゎ	1375501
わ	411817124
ゐ	1712090
ゑ	612868
を	1956708299
ん	1204130593
ゔ	6645
゙	1643234
゚	5549680
ゝ	1179195
ゞ	1247178
ァ	55490338
ア	410672680
ィ	151420310
イ	665325351
ゥ	4636837
ウ	154634789
ェ	82712470
エ	139185075
ォ	39909772
オ	163721920
カ	260441218
ガ	90905554
キ	202951003
ギ	46489286
ク	500038799
グ	247795301
ケ	87489795
ゲ	48639111
コ	296542375
ゴ	59544180
サ	227154668
ザ	55497929
シ	317473869
ジ	294491640
ス	766334335
ズ	95750928
セ	119923012
ゼ	23359495
ソ	68558054
ゾ	10557491
タ	342640663
ダ	113406228
チ	204035218
ヂ	822886
ッ	563183758
ツ	94510464
ヅ	797037
テ	230057208
デ	147320280
ト	750860004
ド	279358937
ナ	137573540
ニ	153064800
ヌ	8445000
ネ	107477772
ノ	62133490
ハ	85566877
バ	217842595
パ	151965868
ヒ	37350871
ビ	152609007
ピ	79233347
フ	261431250
ブ	195456665
プ	284304463
ヘ	23504057
ベ	85306627
ペ	114583528
ホ	84620105
ボ	76537502
ポ	103202910
マ	253940803
ミ	131106050
ム	202173544
メ	259635178
モ	86561037
ャ	148714613
ヤ	48079973
ュ	141268868
ユ	29021398
ョ	120620902
ヨ	22208404
ラ	468896137
リ	474331373
ル	589035995
レ	315553566
ロ	287157702
ヮ	187380
ワ	89504075
ヰ	69683
ヱ	217800
ヲ	3100536
ン	1209189839
ヴ	18756337
ヵ	1479714
ヶ	15453865
・	973730033
ー	1763653808
ヽ	1151501
ヾ	360492
一	320862498
丁	11169850
七	11788740
万	35404681
丈	9487894
三	62872977
上	225038728
下	149219765
不	87477327
与	18301192
丐	2576
丑	296404
专	7710
且	598087
丕	38730
世	68481109
丗	1447
丘	5677960
丙	137850
业	15889
东	17514
丝	2732
丞	217329
両	20413289
两	9365
严	1656
並	16507174
丨	1365
个	51440
中	264406960
丰	1295
丱	2114
串	1614045
临	3479
丶	38412
丸	14426048
丹	3886385
为	38087
主	70193756
丼	2135759
丽	10703
举	2237
丿	105226
乂	16257
乃	2636929
久	22574172
么	20181
义	9648
之	7352713
乌	1391
乍	103536
乎	78733
乏	1973614
乐	11966
乕	1762
乖	186401
乗	33327789
乘	37974
乙	2925029
九	14405779
乞	659136
也	4200538
习	9469
乡	1975
乢	2769
书	14829
买	4749
乱	8663628
乳	9122002
乾	5622793
亀	4558923
亂	26777
了	22867524
予	59498912
争	15062895
亊	10065
事	270812417
二	61420174
于	99137
云	4391387
互	8241636
五	20883864
井	28452849
亘	328293
亙	26218
亚	3843
些	476456
亜	3560878
亞	132619
亟	6518
亠	3773
亡	8081155
亢	111371
交	39802160
亥	138017
亦	205239
产	8583
亨	146586
享	605650
京	55841304
亭	3165331
亮	1070652
亰	2995
亲	8109
亳	3219
亶	2116
人	452873094
什	137903
仁	4229511
仂	2708
仄	117000
仅	1749
仆	20614
仇	359722
今	192439518
介	46430491
仍	19238
从	187725
仏	8930207
仓	3376
仔	678692
仕	55757736
他	67383988
仗	19795
付	87712381
仙	5917358
仝	14493
仞	4016
仟	1463
代	91755947
令	9134441
以	95648059
仪	1732
们	11389
仭	3445
仮	7650532
仰	3784182
仲	13754901
件	63415111
价	9494
任	26575907
份	12723
仿	2654
企	30198770
伃	1539
伊	14383707
伍	248576
伎	1327806
伏	3762255
伐	1372880
休	27392851
众	2645
优	12308
伙	1751
会	250531245
伜	8825
伝	37747670
伟	1296
传	6759
伤	9348
伪	1106
伯	1792740
估	2266
伴	6176568
伶	36111
伸	8933481
伺	2918092
似	12840169
伽	474737
佃	329908
但	1885088
佇	567994
位	36679412
低	20600360
住	49162353
佐	16055920
佑	418388
体	118863007
何	107383615
佗	19935
余	13729529
佚	9837
佛	360117
作	149995650
佝	1281
佞	21098
你	51347
佩	46004
佯	2637
佰	4769
佳	2007147
併	6888318
佶	3833
佻	7081
佼	44516
佾	1242
使	98864238
侃	32705
來	531054
侈	15695
侊	1280
例	31713142
侍	1227917
侏	8626
侑	158493
侖	2445
侗	1588
侘	124180
供	41304062
依	8681825
侠	230055
価	45470855
侦	1559
侧	4397
侫	3429
侭	141200
侮	524773
侯	377013
侵	4064798
侶	598119
便	24051211
俀	1292
係	35705107
促	4462291
俄	210073
俊	2459495
俎	50524
俐	6848
俑	29165
俗	2697943
俘	37554
俚	14936
保	70037940
俟	50047
俠	2078
信	63258506
俣	800078
俤	8502
俥	11450
修	24389297
俯	363740
俱	2204
俳	3103974
俵	605263
俶	4394
俸	360872
俺	30325239
倅	38444
倆	8516
倉	10504258
個	40978402
倍	8581663
們	20395
倒	13826138
倖	201513
候	8950810
倚	23952
借	9525756
倡	3412
倣	347609
値	24261371
倥	1472
倦	177451
倨	1536
倩	7838
倪	7175
倫	2068815
倬	1360
倭	512672
倶	2080079
倹	85180
倻	1299
值	4530
倾	1840
偃	15134
假	78957
偈	64823
偉	2571438
偏	2995196
偐	1042
偕	94970
偖	2780
做	74056
停	8761083
健	22839473
偲	333212
側	24653922
偵	1866734
偶	2744781
偷	3382
偸	11267
偽	3824264
傀	118133
傅	38396
傍	2220934
傑	1190760
傕	2328
傘	1858256
備	33855492
傚	2631
催	19837487
傭	271790
傲	316917
傳	216693
傴	1895
債	5379357
傷	10734447
傻	1344
傾	5664117
僂	5286
僅	1173015
僉	4701
僊	10152
働	19980567
像	34653290
僑	124957
僕	19101145
僖	32416
僚	2964176
僞	7373
僣	3685
僥	26076
僧	2235109
僭	74059
僮	1592
僵	2668
價	19869
僻	211587
儀	5254573
儁	7077
儂	89415
億	7515736
儉	2173
儒	338989
儔	2913
儕	3649
儘	186077
儚	236686
償	5024057
儡	114558
優	30671917
儲	2052586
儷	3243
儺	27398
儻	1011
儼	5106
儿	16810
兀	12179
允	115303
元	51076160
兄	9014410
充	10954485
兆	2249309
兇	36899
先	87392788
光	40197975
克	1960796
兌	25695
免	7532825
兎	837770
児	18575951
兒	57819
兔	15105
兗	2708
党	18111667
兜	415122
兢	8175
入	196083687
內	15165
全	122477354
兩	47268
兪	24490
八	20132573
公	64641004
六	11761030
兮	8341
兰	3006
共	33897603
关	13913
兴	4474
兵	13999650
其	2174881
具	24363816
典	10578290
养	2979
兼	3876441
兽	2546
冀	19894
冂	1455
内	142499498
円	43026474
冈	4246
冉	14055
冊	5089621
册	19552
再	29872999
冏	2162
冑	186906
冒	3064467
冕	3011
冖	1688
冗	1258283
写	44810380
军	5542
农	2518
冠	2086586
冢	8017
冤	252754
冥	938231
冦	4903
冨	510444
冩	4415
冪	7445
冫	4024
冬	9803138
冰	27635
冱	1146
冲	95532
决	13426
冴	533372
况	9711
冶	459321
冷	15543815
冻	1935
冽	46480
净	1015
凄	6921806
准	696148
凉	36407
凋	98760
凌	570983
凍	3878968
减	3252
凖	4643
凛	833288
凜	53333
凝	1921054
凞	1302
几	120587
凡	1431352
凤	2172
処	23657645
凧	291905
凩	7971
凪	379431
凭	40548
凯	1679
凰	244204
凱	304946
凵	5707
凶	1294709
凸	766853
凹	970062
出	273077295
击	9503
函	2198072
凾	7727
刀	4213331
刃	1960135
刄	5124
分	234370831
切	63872556
刈	2043419
刊	8062018
刎	33590
刑	5619012
划	1796
刕	2420
列	11879012
刘	2340
则	5206
刚	3848
创	3702
初	63882872
判	32362747
別	56572939
利	83602684
刪	2669
别	18673
刮	20381
到	8464048
刳	24260
制	45509020
刷	5952127
券	10641833
刹	559222
刺	8666369
刻	8564046
剃	430012
剄	5356
則	10747260
削	12056806
剋	58968
剌	40162
前	173880114
剑	3701
剔	5496
剖	486205
剛	2303072
剝	3755
剣	7629044
剤	10495772
剥	1898768
剧	11571
剩	2649
剪	343377
副	5695160
剰	1562623
剱	81840
割	24691926
剳	1406
創	13216912
剽	25047
剿	1445
劃	18518
劇	10575649
劈	23956
劉	732434
劍	15774
劑	4108
劒	7227
劔	38469
力	104932240
办	2871
功	8723530
加	79890995
务	12157
劣	2602048
动	63555
助	20310225
努	7001283
劫	277520
劭	6017
励	3154574
劲	1178
劳	1230
労	18383072
劵	1007
効	29357879
劼	1605
劾	79673
势	3415
勁	55152
勃	677111
勅	422042
勇	4607813
勉	9762388
勍	1808
勒	170344
動	143028374
勗	2662
勘	4359276
務	51903830
勛	1054
勝	40143836
勞	17445
募	16142993
勢	17534532
勣	2790
勤	12352867
勧	7056622
勲	679114
勳	8649
勵	5427
勸	7695
勹	1622
勺	18193
勾	601568
勿	2282049
匀	1068
匁	33681
匂	2086486
包	7720022
匆	5463
匈	38244
匍	29984
匏	1908
匐	29022
匕	13720
化	88549861
北	49916222
匙	85280
匚	1626
匝	36522
匠	2916393
匡	121687
匣	54015
匪	28513
匯	16702
匱	10876
匳	2396
匸	1218
匹	3908175
区	39192464
医	38259673
匿	1322686
區	24707
十	40589559
千	22928592
卅	10356
卆	6052
升	401408
午	12497188
卉	42753
半	34968082
卍	142680
华	9800
协	3063
卑	1208190
卒	8904085
卓	2666952
協	23962116
单	8703
卖	2550
南	29760393
単	32044169
博	10490997
卜	96455
卞	10104
占	7655546
卡	10077
卦	148946
卩	1516
卫	3349
卯	330505
印	18429251
危	11468722
即	5964825
却	5877467
卵	5184599
卷	70532
卸	2569495
卻	6568
卽	2542
卿	466775
厂	8244
厄	1021888
厅	1899
历	3214
压	2644
厌	1770
厓	4569
厖	14985
厘	112050
厚	9194520
原	61509798
厠	29941
厥	24901
厦	26806
厨	2496679
厩	405889
厭	297999
厰	3096
厲	5370
厳	10471491
厶	11842
去	21811232
县	1812
参	52592120
參	56112
又	13118331
叉	511704
及	28880861
友	26558256
双	3652719
反	31618006
収	30083334
发	23936
叔	822587
取	109059427
受	65267438
变	17242
叙	495791
叛	115997
叟	43382
叡	471097
叢	324310
口	58350595
古	40165813
句	7228557
另	6711
叩	4752043
只	1417856
叫	3557674
召	2914129
叭	16002
叮	6024
可	56531660
台	37823282
叱	922572
史	21713232
右	18206954
叶	1478362
号	37273028
司	13025749
叹	2050
叺	2774
吁	2172
吃	199020
各	32035375
合	232903541
吉	15502653
吊	1515606
吋	10034
同	98898551
名	122737483
后	768871
吏	253440
吐	3355607
向	63273196
吒	1067
吕	1018
吗	3664
君	20902598
吝	30558
吞	3356
吟	1356647
吠	597991
否	7677415
吧	18663
含	23185012
听	16625
吭	1361
启	1651
吳	2058
吴	1404
吵	1119
吶	11662
吸	9472498
吹	8953639
吻	124737
吼	149848
吽	52606
吾	2443954
呀	7755
呂	9126530
呆	1714212
呈	1305396
呉	1490089
告	39401283
呎	2783
呑	1906910
呗	1244
员	11917
呟	1147980
呢	8323
周	33248575
呪	1951634
呰	2945
呱	4785
味	84351648
呵	97197
呶	4719
呷	13614
呻	137444
呼	22578079
命	26133632
咀	113951
咄	174952
咆	124234
咋	95178
和	50620676
咎	228216
咏	5311
咒	17614
咖	3285
咢	5268
咤	113051
咥	154168
咨	5792
咩	9741
咪	1208
咫	41350
咬	281293
咯	1095
咲	7657147
咳	749508
咸	76476
咼	2282
咽	671172
咾	1131
哀	2746998
品	126682265
哂	11619
哄	19702
哆	1002
哇	6215
哈	31492
哉	1134943
响	5386
員	80756964
哥	49142
哦	2895
哨	216669
哩	16773
哪	5546
哭	116246
哮	114912
哲	3288522
哺	347464
唄	1664334
唆	652852
唇	1618151
唎	1945
唐	3363995
唔	1832
唖	256351
唤	1363
售	6545
唯	3804659
唱	3908343
唳	1955
唸	351178
唹	1208
唾	527125
啀	2983
啄	160521
商	60056574
啊	17319
問	116622425
啐	1787
啓	2153660
啖	40976
啜	109469
啟	1512
啡	2141
啣	3028
啤	1486
啥	1083
啦	7074
啻	5141
啼	98632
啾	6020
喀	42085
喂	1308
喃	21781
善	10579552
喆	2694
喇	20250
喉	1686537
喊	12940
喋	1571027
喔	2980
喘	643411
喙	7610
喚	1301542
喜	11798496
喝	628298
喞	2289
喧	1655556
喨	2888
喩	350634
喪	1157060
喫	4696445
喬	209029
單	34375
喰	1856450
喵	1326
営	37327200
喷	1123
喻	1030
嗄	25061
嗅	468190
嗇	10533
嗎	4987
嗔	1524
嗚	362218
嗜	481747
嗟	156183
嗣	415527
嗤	67232
嗷	1080
嗽	30347
嗾	5741
嘆	1244513
嘉	1426278
嘔	327044
嘖	3597
嘗	201985
嘘	3182431
嘛	4249
嘩	1319767
嘯	53712
嘱	367699
嘲	337685
嘴	88193
嘶	12132
嘸	3098
噂	2600437
噌	2990369
噎	12837
噐	2984
噓	1917
噛	2187125
噤	26932
器	28364796
噪	51845
噫	6178
噬	3566
噲	1369
噴	1973713
噶	1033
噸	5845
噺	313992
嚀	4487
嚆	21486
嚇	248798
嚊	2385
嚏	1694
嚔	3154
嚙	1666
嚢	335167
嚥	142995
嚮	8497
嚴	22149
嚶	2247
嚼	102710
囀	65297
囁	451424
囂	27798
囃	391269
囈	1823
囉	1072
囊	1791
囑	1352
囓	23086
囗	8679
囘	19582
囚	692989
四	24690892
回	119131003
因	13315344
团	4120
団	30646926
囧	1713
园	8260
囮	94489
困	10701821
囲	20100623
図	39367273
围	2674
囹	9484
固	10916301
国	168519229
图	7678
囿	3473
圀	62772
圃	272009
圄	1628
圆	2344
圈	6699
圉	2591
國	1361619
圍	19531
圏	3829003
園	37650683
圓	243181
圖	58076
團	159237
圜	2685
土	38589176
圣	4874
圦	2490
圧	12611015
在	61803737
圭	1191036
地	174471209
圳	14407
圷	4470
场	28367
圻	1256
址	262858
坂	10761704
均	6080278
坊	4166906
坎	8864
坏	14828
坐	712006
坑	408709
块	2486
坚	2354
坛	7610
坡	39468
坤	61775
坦	518951
坩	24938
坪	1232166
垂	2694540
垈	2502
型	28223274
垓	5600
垠	5346
垢	991259
垣	3540439
垩	3344
垪	3738
垰	4800
垳	1372
埀	1445
埃	346270
埈	1238
埋	4954227
城	22051508
埒	102892
埓	11794
埔	12736
埜	78810
域	33364861
埠	168349
埣	2655
埴	182443
埵	3938
執	5640113
培	4010806
基	45893840
埼	4802839
堀	3798951
堂	12692437
堅	2585447
堆	700575
堊	4090
堕	727275
堝	24628
堡	40563
堤	1617243
堪	2544630
堯	49049
堰	458058
報	149357204
場	193683190
堵	362822
堺	1360946
塀	464176
塁	2418669
塊	1382381
塋	2092
塑	203747
塒	15490
塔	2989655
塗	7065160
塘	73144
塙	71695
塚	6130719
塞	1790652
塢	3422
塩	8971138
填	535214
塲	8328
塵	801883
塹	34334
塼	1358
塾	4699387
境	25949050
墅	4063
墓	4877869
増	27569303
墙	1206
墜	708224
增	7381
墟	284415
墨	1420253
墩	1336
墮	4922
墳	1314400
墺	15660
墻	6111
墾	118083
壁	8657169
壅	2341
壇	2340821
壊	10235383
壌	1147879
壑	2558
壓	14199
壕	191348
壘	3147
壙	9897
壜	30896
壞	10010
壟	5445
壤	10000
士	32054792
壬	323167
壮	1716457
壯	11023
声	30242922
壱	755634
売	67035882
壳	1383
壷	429878
壹	47890
壺	573559
壻	2680
壼	4247
壽	169278
夂	1081
处	8201
备	8085
変	86811652
复	10470
夏	22944972
夔	1107
夕	11914784
外	86928090
夘	2796
夙	94375
多	89365385
夛	9189
夜	30074428
够	2168
夠	1748
夢	14463538
夥	48057
大	327964488
天	55879122
太	28905833
夫	24518082
夬	1343
夭	47459
央	10205223
失	21081605
夲	2229
头	18026
夷	723525
夸	2661
夺	2169
夾	56553
奄	581676
奇	5762346
奈	12900338
奉	2699188
奎	23514
奏	8737920
奐	3534
契	8778009
奔	489177
奕	25559
奖	1914
套	190665
奘	44212
奚	7364
奠	27889
奢	364786
奥	11936890
奧	59183
奨	2719717
奪	4310150
奬	4388
奭	1055
奮	2972844
女	81200211
奴	10523740
奶	6548
奸	57264
她	11105
好	60037749
妁	1974
如	5343346
妃	824398
妄	2430845
妇	1567
妈	2970
妊	4139539
妍	17095
妓	344868
妖	2416424
妙	8292538
妝	1489
妣	4402
妥	1386865
妨	1335242
妬	966129
妮	2941
妲	16496
妳	3509
妹	5307386
妻	7442860
妾	185429
姆	7197
姉	6826880
姊	2002
始	44253160
姐	412012
姑	451885
姒	2283
姓	1582900
委	18008994
姙	2541
姚	20823
姜	662163
姥	133906
姦	678275
姨	27436
姪	338394
姫	6734652
姬	4594
姶	63886
姻	400910
姿	16309112
威	3805912
娃	27994
娑	66921
娘	8731410
娚	1700
娜	26661
娟	9297
娠	2350342
娥	20452
娩	302441
娯	553877
娵	1238
娶	50936
娼	214407
婀	12130
婁	110163
婆	1355193
婉	39900
婚	15751698
婢	34923
婦	10143669
婪	4403
婬	5586
婷	4980
婿	320751
媒	1875164
媚	442230
媛	1704043
媧	1769
媼	14268
媽	28758
媾	2561
嫁	3569583
嫂	14985
嫉	751828
嫋	9238
嫌	13956201
嫐	1621
嫖	1409
嫗	6926
嫡	216712
嫣	4571
嫦	11035
嫩	9064
嫻	6938
嬉	9756914
嬋	2235
嬌	286647
嬖	1182
嬢	2202383
嬪	29303
嬬	69316
嬰	55799
嬲	57503
嬴	1125
嬶	6469
孀	2192
孃	6069
子	179609198
孑	9270
孔	1425439
孕	161293
字	31645922
存	30688473
孙	2248
孚	14601
孛	1528
孜	19003
孝	2210602
孟	250499
季	12024043
孤	1949873
学	166456694
孩	17649
孫	3547197
孰	8779
孵	231462
學	388985
孺	4888
宀	1837
宁	2154
它	7332
宅	26741721
宇	9428517
守	19429846
安	66553693
宋	400968
完	23733330
宍	329101
宏	1640523
宕	242328
宗	9008796
官	13925467
宙	5350553
定	149697477
宛	1451895
宜	3617928
宝	8929777
实	11640
実	118074404
宠	1355
审	1178
客	38167821
宣	6714236
室	33864568
宥	101919
宦	55584
宫	9677
宮	27300269
宰	1104124
害	29310816
宴	2876704
宵	693616
家	103953547
宸	32452
容	47081508
宽	1203
宾	2083
宿	27791245
寂	3379771
寃	1369
寄	22478516
寅	624460
密	11165033
寇	91619
寉	2486
富	17470281
寐	16520
寒	9688374
寓	113318
寔	4673
寛	2140609
寝	16038086
寞	14588
察	14830375
寡	281212
寢	16238
寤	2250
寥	39425
實	248040
寧	3771378
寨	43309
審	9311802
寫	44778
寬	5208
寮	1366280
寰	2090
寳	16968
寵	169490
寶	97582
寸	2652220
对	26824
寺	20705876
寻	3046
导	5582
対	102931966
寿	7313423
封	4195518
専	22884102
射	9188753
尅	4438
将	12053414
將	69413
專	21614
尉	650292
尊	5164003
尋	3002937
對	112882
導	21142641
小	100224819
少	68540699
尓	19383
尔	3680
尖	570010
尘	1215
尙	1563
尚	3043846
尞	1026
尠	7099
尢	1072
尤	209204
尨	2957
尭	38563
就	10082034
尸	34887
尹	73052
尺	1301749
尻	4021431
尼	1072195
尽	4393481
尾	12487390
尿	3329735
局	25729375
屁	379092
层	3796
居	24473079
屆	5836
屈	3681863
届	19568534
屋	68427691
屍	275129
屎	20698
屏	334352
屑	465551
屓	261106
展	29148011
属	13850414
屠	152881
屡	28166
屢	1373
層	9371076
履	5127620
屬	22971
屮	28363
屯	381485
山	117421541
屹	49184
岁	2134
岌	1011
岐	6294774
岑	25465
岔	1473
岚	1364
岛	15690
岡	28063114
岨	13020
岩	13326122
岫	5405
岬	1170553
岱	84450
岳	5661644
岷	6135
岸	8225857
岻	4088
岼	1646
峅	10443
峙	292581
峠	2876398
峡	1398194
峨	414251
峩	3603
峪	21021
峭	2849
峯	501722
峰	3349240
峴	1263
島	54946031
峻	182328
峽	7400
崇	1103315
崋	23944
崎	21263390
崑	60496
崔	121059
崕	2275
崖	988314
崗	135423
崙	31587
崚	5881
崛	7009
崧	1035
崩	5929708
嵋	2197
嵌	449539
嵐	2672274
嵒	1169
嵓	8666
嵜	35988
嵩	202380
嵬	3323
嵯	379588
嶂	1867
嶄	1610
嶋	2015310
嶌	35883
嶝	1524
嶢	1081
嶮	19182
嶷	3153
嶺	744739
嶼	80349
嶽	412830
巌	262143
巍	11752
巒	8252
巓	9924
巖	37830
巛	15895
川	67855472
州	15803141
巡	5300858
巢	1204
巣	2785445
工	48810136
左	18126173
巧	1398908
巨	6343295
巫	590560
差	22558115
己	9154281
已	140477
巳	703190
巴	412622
巵	1339
巷	335747
巻	15432684
巽	121268
巾	794099
币	1019
市	124360794
布	16056910
帆	1000928
师	10139
帋	1162
希	16049046
帐	1717
帑	1574
帕	1074
帖	704120
帙	13454
帚	14487
帛	62899
帝	5249436
帥	305849
带	6604
師	29295135
席	14147174
帮	2296
帯	27236324
帰	34122461
帳	5190713
帶	21608
帷	59821
常	42699056
帽	2146016
幀	36404
幄	4617
幅	8904178
幇	91644
幌	5237032
幔	5784
幕	6887667
